hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,revenue
Resort Hotel,0,35,2015,November,45,6,2,7,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,,2015-11-06,111.4
Resort Hotel,0,37,2015,November,46,8,2,5,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,,2015-11-08,121.4
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-07,78.0
Resort Hotel,0,35,2015,November,45,6,2,7,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,,2015-11-06,123.4
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-07,78.0
Resort Hotel,0,36,2015,November,45,7,2,6,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,53.45,0,0,Check-Out,,2015-11-07,112.9
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-07,78.0
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-07,78.0
Resort Hotel,0,41,2015,November,46,12,0,3,2,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,3,No Deposit,185.0,281.0,0,Transient-Party,49.2,1,0,Check-Out,,2015-11-12,3.0
Resort Hotel,0,41,2015,November,46,12,0,3,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,,2015-11-12,3.0
Resort Hotel,0,31,2015,November,45,2,3,10,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-02,118.0
Resort Hotel,0,34,2015,November,45,5,2,8,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-05,80.0
Resort Hotel,0,19,2015,November,46,14,0,1,2,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,A,0,Non Refund,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,,2015-11-14,1.0
Resort Hotel,0,36,2015,November,45,7,2,6,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-07,78.0
Resort Hotel,0,15,2015,November,45,6,2,7,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,,2015-11-06,87.0
Resort Hotel,0,37,2015,November,46,8,2,5,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-08,77.0
Resort Hotel,0,34,2015,November,45,5,2,8,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,4,No Deposit,185.0,281.0,0,Transient-Party,37.6,0,0,Check-Out,,2015-11-05,83.2
Resort Hotel,0,25,2015,November,45,4,3,9,2,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,,2015-11-04,153.0
Resort Hotel,0,12,2015,November,45,3,3,10,2,0.0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,,2015-11-03,154.0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,CZE,Corporate,Corporate,0,0,0,A,A,5,No Deposit,328.0,281.0,0,Transient,40.0,0,0,Check-Out,,2015-11-03,130.0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,CHE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,,2015-11-03,130.0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,,2015-11-03,130.0
Resort Hotel,0,24,2015,November,45,3,3,10,2,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,,2015-11-03,154.0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,,2015-11-03,130.0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,,2015-11-03,130.0
Resort Hotel,0,36,2015,November,45,7,3,6,1,0.0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,3,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,,2015-11-07,114.0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334.0,281.0,0,Transient-Party,40.0,0,0,Check-Out,,2015-11-03,130.0
Resort Hotel,0,24,2015,October,44,26,7,15,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,,2015-10-26,380.40000000000003
Resort Hotel,0,31,2015,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,,2015-11-02,271.0
Resort Hotel,0,24,2015,October,44,26,7,15,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,1,0,Check-Out,,2015-10-26,380.40000000000003
Resort Hotel,0,31,2015,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,G,2,No Deposit,185.0,281.0,0,Transient-Party,57.0,1,0,Check-Out,,2015-11-02,295.0
Resort Hotel,0,31,2015,November,45,2,5,10,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,,2015-11-02,271.0
Resort Hotel,0,24,2015,October,44,26,7,15,1,0.0,0,BB,AUT,Corporate,Corporate,0,0,0,E,F,2,No Deposit,185.0,281.0,0,Transient-Party,58.2,1,0,Check-Out,,2015-10-26,422.40000000000003
Resort Hotel,0,31,2015,November,45,2,5,10,2,0.0,0,BB,AUS,Corporate,Corporate,0,0,0,E,E,5,No Deposit,185.0,281.0,0,Transient-Party,52.2,0,0,Check-Out,,2015-11-02,271.0
Resort Hotel,0,1,2017,March,9,1,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,5,A,A,0,No Deposit,250.0,399.0,0,Transient,34.2,0,1,Check-Out,,2017-03-01,1.0
Resort Hotel,0,0,2015,November,49,30,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,331.0,0,Transient,48.0,0,0,Check-Out,,2015-11-30,49.0
Resort Hotel,0,8,2016,January,2,5,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,139.0,99.0,0,Transient,38.0,0,0,Check-Out,,2016-01-05,3.0
Resort Hotel,0,17,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,,2016-05-02,81.0
Resort Hotel,0,3,2016,February,8,15,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,139.0,99.0,0,Transient,30.0,0,0,Check-Out,,2016-02-15,32.0
Resort Hotel,0,10,2016,March,12,14,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,139.0,99.0,0,Transient,37.0,0,0,Check-Out,,2016-03-14,39.0
Resort Hotel,1,4,2016,April,15,4,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,2,No Deposit,139.0,99.0,0,Transient,67.5,0,0,Canceled,,2016-04-04,69.5
Resort Hotel,0,17,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,,2016-05-02,81.0
Resort Hotel,0,17,2016,May,19,2,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,399.0,0,Transient-Party,81.0,0,0,Check-Out,,2016-05-02,81.0
Resort Hotel,0,2,2016,May,21,15,1,0,1,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,405.0,405.0,0,Group,76.0,1,0,Check-Out,,2016-05-15,76.0
Resort Hotel,0,3,2016,May,21,15,1,0,1,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,D,0,Refundable,405.0,405.0,0,Transient-Party,70.0,0,0,Check-Out,,2016-05-15,70.0
Resort Hotel,0,0,2016,May,21,15,1,0,2,0.0,0,BB,GBR,Direct,TA/TO,1,0,0,A,D,0,Refundable,405.0,405.0,0,Group,70.0,0,0,Check-Out,,2016-05-15,70.0
Resort Hotel,0,0,2016,May,21,15,1,0,2,0.0,0,BB,GBR,Direct,TA/TO,1,0,0,A,D,0,Refundable,405.0,405.0,0,Group,70.0,1,0,Check-Out,,2016-05-15,70.0
Resort Hotel,0,9,2016,July,28,4,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,360.0,0,Transient-Party,189.0,0,0,Check-Out,,2016-07-04,189.0
Resort Hotel,0,2,2016,July,28,9,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,419.0,0,Transient,246.0,0,0,Check-Out,,2016-07-09,1.0
Resort Hotel,0,5,2016,August,36,30,0,4,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,439.0,0,Transient,224.0,0,0,Check-Out,,2016-08-30,4.0
Resort Hotel,0,154,2016,September,37,5,2,5,2,0.0,0,FB,PRT,Direct,Direct,0,0,0,C,C,5,No Deposit,250.0,442.0,0,Transient,212.6,0,2,Check-Out,,2016-09-05,430.2
Resort Hotel,0,3,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,146.0,184.0,0,Transient,43.0,0,0,Check-Out,,2016-11-28,43.0
Resort Hotel,0,1,2016,November,49,28,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,485.0,0,Transient,43.0,0,0,Check-Out,,2016-11-28,43.0
Resort Hotel,0,5,2016,December,52,21,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,Check-Out,,2016-12-21,1.0
Resort Hotel,0,3,2016,December,52,23,0,1,1,0.0,0,BB,BGR,Direct,Direct,0,0,0,A,D,1,No Deposit,250.0,499.0,0,Transient,44.0,0,0,Check-Out,,2016-12-23,1.0
Resort Hotel,0,5,2017,January,1,2,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,29.0,0,Transient-Party,40.4,1,1,Check-Out,,2017-01-02,43.4
Resort Hotel,0,5,2017,January,1,2,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,29.0,0,Transient-Party,40.4,1,1,Check-Out,,2017-01-02,43.4
Resort Hotel,0,6,2017,January,4,24,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,146.0,0,Transient,43.0,0,0,Check-Out,,2017-01-24,1.0
Resort Hotel,0,18,2017,January,5,30,1,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,268.0,0,Transient-Party,53.0,0,1,Check-Out,,2017-01-30,54.0
Resort Hotel,0,40,2017,March,10,7,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,184.0,126.0,0,Transient,0.0,0,0,Check-Out,,2017-03-07,0.0
Resort Hotel,0,70,2017,March,10,8,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,242.0,0,Transient,66.5,0,1,Check-Out,,2017-03-08,4.0
Resort Hotel,0,228,2017,June,23,6,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,436.0,0,Group,87.13,0,0,Check-Out,,2017-06-06,179.26
Resort Hotel,0,222,2017,June,24,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,436.0,0,Transient,96.4,0,0,Check-Out,,2017-06-13,197.8
Resort Hotel,0,151,2017,July,28,10,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,40.0,0,Contract,163.4,0,0,Check-Out,,2017-07-10,331.8
Resort Hotel,0,10,2017,August,32,11,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,40.0,0,Contract,135.0,0,3,Check-Out,,2017-08-11,275.0
Resort Hotel,0,12,2017,August,33,13,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,40.0,0,Contract,135.0,0,1,Check-Out,,2017-08-13,550.0
City Hotel,0,0,2015,August,33,9,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,9.0,0,Transient,105.0,0,0,Check-Out,,2015-08-09,105.0
City Hotel,0,1,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,9.0,0,Contract,105.0,0,1,Check-Out,,2015-08-10,106.0
City Hotel,0,1,2015,August,33,10,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,9.0,0,Transient,114.0,0,0,Check-Out,,2015-08-10,115.0
City Hotel,1,1,2015,August,33,10,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,9.0,0,Transient,105.0,0,0,Canceled,,2015-08-10,106.0
City Hotel,0,0,2015,August,33,10,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Transient,115.0,0,0,Check-Out,,2015-08-10,118.0
City Hotel,0,0,2015,August,33,10,1,3,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Transient,114.0,0,0,Check-Out,,2015-08-10,117.0
City Hotel,0,0,2015,August,33,10,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,E,2,No Deposit,9.0,9.0,0,Transient,115.0,0,0,Check-Out,,2015-08-10,118.0
City Hotel,0,0,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,9.0,0,Transient,85.0,0,0,Check-Out,,2015-08-13,2.0
City Hotel,0,0,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,9.0,0,Transient,85.0,0,0,Check-Out,,2015-08-13,2.0
City Hotel,0,1,2015,August,36,31,1,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,9.0,0,Contract,92.0,0,2,Check-Out,,2015-08-31,96.0
City Hotel,0,19,2015,September,39,20,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,1,No Deposit,14.0,84.0,0,Transient,124.0,0,0,Check-Out,,2015-09-20,124.0
City Hotel,1,1,2016,January,3,16,0,1,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,14.0,0,Transient,108.0,0,0,No-Show,,2016-01-16,1.0
City Hotel,0,1,2015,August,35,24,1,0,2,1.0,0,BB,PRT,Online TA,TA/TO,1,0,2,D,D,2,No Deposit,9.0,9.0,0,Transient,123.5,0,3,Check-Out,,2015-08-24,123.5
City Hotel,0,4,2016,October,42,14,0,2,2,1.0,0,BB,PRT,Complementary,Direct,1,0,7,A,D,1,No Deposit,45.0,45.0,0,Transient,0.0,0,1,Check-Out,,2016-10-14,2.0
City Hotel,0,0,2016,January,1,2,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,85.0,85.0,0,Transient,72.0,0,0,Check-Out,,2016-01-02,1.0
City Hotel,0,1,2016,January,3,16,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,14.0,14.0,0,Transient,94.0,0,0,Check-Out,,2016-01-16,1.0
City Hotel,0,11,2017,May,19,9,0,2,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,1,D,D,0,No Deposit,290.0,148.0,0,Group,110.0,0,1,Check-Out,,2017-05-09,2.0
City Hotel,0,14,2017,May,22,30,0,3,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,290.0,186.0,0,Transient-Party,95.0,0,1,Check-Out,,2017-05-30,3.0
City Hotel,0,131,2016,July,29,11,1,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,273.0,0,Transient,101.15,0,1,Check-Out,,2016-07-11,105.15
City Hotel,0,25,2016,September,38,12,1,0,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,301.0,0,Transient-Party,108.0,0,2,Check-Out,,2016-09-12,108.0
City Hotel,0,3,2016,September,39,22,0,1,2,0.0,0,BB,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,313.0,0,Transient,194.0,0,2,Check-Out,,2016-09-22,1.0
City Hotel,0,6,2016,September,40,25,2,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,312.0,0,Transient,159.0,0,2,Check-Out,,2016-09-25,319.0
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,256,2016,October,43,16,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,333.0,0,Transient-Party,100.75,0,0,Check-Out,,2016-10-16,204.5
City Hotel,0,27,2016,November,46,7,1,2,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,361.0,0,Transient-Party,195.0,0,0,Check-Out,,2016-11-07,197.0
City Hotel,0,11,2016,November,49,27,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,379.0,0,Transient,89.89,0,2,Check-Out,,2016-11-27,181.78
City Hotel,0,17,2016,December,53,31,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,132.0,0,Transient,80.0,0,0,Check-Out,,2016-12-31,1.0
City Hotel,0,246,2016,December,53,27,2,5,3,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,7.0,395.0,0,Transient,93.36,0,2,Check-Out,,2016-12-27,191.72
City Hotel,0,1,2017,January,2,12,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,159.0,412.0,0,Transient,104.5,0,0,Check-Out,,2017-01-12,2.0
City Hotel,0,20,2017,February,6,7,0,2,1,0.0,0,BB,IRL,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,417.0,0,Transient,98.0,0,0,Check-Out,,2017-02-07,2.0
City Hotel,0,0,2017,March,11,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,444.0,444.0,0,Transient,95.0,0,0,Check-Out,,2017-03-14,1.0
City Hotel,0,11,2017,May,19,9,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,290.0,148.0,0,Transient,95.0,0,1,Check-Out,,2017-05-09,1.0
City Hotel,0,11,2017,May,19,9,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,290.0,148.0,0,Transient,95.0,0,1,Check-Out,,2017-05-09,1.0
City Hotel,0,11,2017,May,19,9,0,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,290.0,148.0,0,Transient,110.0,0,1,Check-Out,,2017-05-09,2.0
City Hotel,0,14,2017,May,22,30,0,3,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,290.0,148.0,0,Group,95.0,0,1,Check-Out,,2017-05-30,3.0
City Hotel,0,13,2017,May,21,24,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,478.0,0,Transient-Party,150.0,0,1,Check-Out,,2017-05-24,1.0
City Hotel,0,13,2017,May,22,29,1,3,1,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,290.0,148.0,0,Transient,95.0,0,0,Check-Out,,2017-05-29,98.0
City Hotel,0,13,2017,May,22,29,1,3,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,290.0,148.0,0,Transient,110.0,0,0,Check-Out,,2017-05-29,113.0
City Hotel,0,210,2017,June,23,9,0,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,229.0,0,Transient,135.0,0,0,Check-Out,,2017-06-09,1.0
City Hotel,0,191,2017,July,29,16,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,421.0,0,Transient,120.6,0,2,Check-Out,,2017-07-16,243.2
